Program,Year,Period,Week Ending,State,Data Item,Value,CV (%)
SURVEY,2013,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","230,000",
SURVEY,2013,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","122,958,000",
SURVEY,2013,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","621,000",
SURVEY,2013,YEAR,,OKLAHOMA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.7,
SURVEY,2013,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","400,000",
SURVEY,2013,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","377,200,000",
SURVEY,2013,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,840,000",
SURVEY,2013,YEAR,,OREGON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.6,
SURVEY,2013,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","340,000",
SURVEY,2013,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","197,200,000",
SURVEY,2013,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","986,000",
SURVEY,2013,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2013,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","1,000",
SURVEY,2013,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","524,000",
SURVEY,2013,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,000",
SURVEY,2013,YEAR,,RHODE ISLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2013,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,800,000",
SURVEY,2013,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","570,780,000",
SURVEY,2013,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,780,000",
SURVEY,2013,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,2013,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,2013,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","12,027,000",
SURVEY,2013,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","57,000",
SURVEY,2013,YEAR,,TENNESSEE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.8,
SURVEY,2013,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","140,000",
SURVEY,2013,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","150,570,000",
SURVEY,2013,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","630,000",
SURVEY,2013,YEAR,,TEXAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.5,
SURVEY,2013,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","550,000",
SURVEY,2013,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","420,420,000",
SURVEY,2013,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,310,000",
SURVEY,2013,YEAR,,UTAH,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.2,
SURVEY,2013,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","35,000",
SURVEY,2013,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","11,340,000",
SURVEY,2013,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","63,000",
SURVEY,2013,YEAR,,VERMONT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.8,
SURVEY,2013,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","90,000",
SURVEY,2013,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","62,532,000",
SURVEY,2013,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","324,000",
SURVEY,2013,YEAR,,VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,2013,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","410,000",
SURVEY,2013,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","434,600,000",
SURVEY,2013,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,173,000",
SURVEY,2013,YEAR,,WASHINGTON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.3,
SURVEY,2013,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","20,000",
SURVEY,2013,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","15,006,000",
SURVEY,2013,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","82,000",
SURVEY,2013,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,2013,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","1,100,000",
SURVEY,2013,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","594,880,000",
SURVEY,2013,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,860,000",
SURVEY,2013,YEAR,,WISCONSIN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.6,
SURVEY,2013,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","450,000",
SURVEY,2013,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","269,280,000",
SURVEY,2013,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,440,000",
SURVEY,2013,YEAR,,WYOMING,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.2,
SURVEY,2012,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","250,000",
SURVEY,2012,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","470,400,000",
SURVEY,2012,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,100,000",
SURVEY,2012,YEAR,,ARIZONA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",8.4,
SURVEY,2012,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","10,000",
SURVEY,2012,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","4,994,000",
SURVEY,2012,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","22,000",
SURVEY,2012,YEAR,,ARKANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.2,
SURVEY,2012,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","900,000",
SURVEY,2012,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","1,266,300,000",
SURVEY,2012,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,030,000",
SURVEY,2012,YEAR,,CALIFORNIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",6.7,
SURVEY,2012,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","680,000",
SURVEY,2012,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","536,316,000",
SURVEY,2012,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,244,000",
SURVEY,2012,YEAR,,COLORADO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.3,
SURVEY,2012,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","5,000",
SURVEY,2012,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","3,738,000",
SURVEY,2012,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","14,000",
SURVEY,2012,YEAR,,CONNECTICUT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8,
SURVEY,2012,YEAR,,DELAWARE,"HAY, ALFALFA - ACRES HARVESTED","6,000",
SURVEY,2012,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","4,208,000",
SURVEY,2012,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","16,000",
SURVEY,2012,YEAR,,DELAWARE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.7,
SURVEY,2012,YEAR,,IDAHO,"HAY, ALFALFA - ACRES HARVESTED","1,040,000",
SURVEY,2012,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","802,880,000",
SURVEY,2012,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,160,000",
SURVEY,2012,YEAR,,IDAHO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4,
SURVEY,2012,YEAR,,ILLINOIS,"HAY, ALFALFA - ACRES HARVESTED","290,000",
SURVEY,2012,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","150,510,000",
SURVEY,2012,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","870,000",
SURVEY,2012,YEAR,,ILLINOIS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3,
SURVEY,2012,YEAR,,INDIANA,"HAY, ALFALFA - ACRES HARVESTED","260,000",
SURVEY,2012,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","176,436,000",
SURVEY,2012,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","754,000",
SURVEY,2012,YEAR,,INDIANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2012,YEAR,,IOWA,"HAY, ALFALFA - ACRES HARVESTED","730,000",
SURVEY,2012,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","469,974,000",
SURVEY,2012,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,117,000",
SURVEY,2012,YEAR,,IOWA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2012,YEAR,,KANSAS,"HAY, ALFALFA - ACRES HARVESTED","600,000",
SURVEY,2012,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","374,640,000",
SURVEY,2012,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,680,000",
SURVEY,2012,YEAR,,KANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8,
SURVEY,2012,YEAR,,KENTUCKY,"HAY, ALFALFA - ACRES HARVESTED","180,000",
SURVEY,2012,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","102,312,000",
SURVEY,2012,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","522,000",
SURVEY,2012,YEAR,,KENTUCKY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2012,YEAR,,MAINE,"HAY, ALFALFA - ACRES HARVESTED","10,000",
SURVEY,2012,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","3,405,000",
SURVEY,2012,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","15,000",
SURVEY,2012,YEAR,,MAINE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.5,
SURVEY,2012,YEAR,,MARYLAND,"HAY, ALFALFA - ACRES HARVESTED","30,000",
SURVEY,2012,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","27,615,000",
SURVEY,2012,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","105,000",
SURVEY,2012,YEAR,,MARYLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5,
SURVEY,2012,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - ACRES HARVESTED","9,000",
SURVEY,2012,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","5,334,000",
SURVEY,2012,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","21,000",
SURVEY,2012,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.3,
SURVEY,2012,YEAR,,MICHIGAN,"HAY, ALFALFA - ACRES HARVESTED","660,000",
SURVEY,2012,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","246,708,000",
SURVEY,2012,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,386,000",
SURVEY,2012,YEAR,,MICHIGAN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,2012,YEAR,,MINNESOTA,"HAY, ALFALFA - ACRES HARVESTED","850,000",
SURVEY,2012,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","517,650,000",
SURVEY,2012,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,465,000",
SURVEY,2012,YEAR,,MINNESOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2012,YEAR,,MISSOURI,"HAY, ALFALFA - ACRES HARVESTED","240,000",
SURVEY,2012,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","106,080,000",
SURVEY,2012,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","480,000",
SURVEY,2012,YEAR,,MISSOURI,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2012,YEAR,,MONTANA,"HAY, ALFALFA - ACRES HARVESTED","1,500,000",
SURVEY,2012,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","438,000,000",
SURVEY,2012,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,000,000",
SURVEY,2012,YEAR,,MONTANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2012,YEAR,,NEBRASKA,"HAY, ALFALFA - ACRES HARVESTED","770,000",
SURVEY,2012,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","529,914,000",
SURVEY,2012,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,387,000",
SURVEY,2012,YEAR,,NEBRASKA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2012,YEAR,,NEVADA,"HAY, ALFALFA - ACRES HARVESTED","240,000",
SURVEY,2012,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","216,480,000",
SURVEY,2012,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,056,000",
SURVEY,2012,YEAR,,NEVADA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.4,
SURVEY,2012,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - ACRES HARVESTED","5,000",
SURVEY,2012,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","2,540,000",
SURVEY,2012,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","10,000",
SURVEY,2012,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2012,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,2012,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","10,506,000",
SURVEY,2012,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","51,000",
SURVEY,2012,YEAR,,NEW JERSEY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.4,
SURVEY,2012,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","200,000",
SURVEY,2012,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","275,600,000",
SURVEY,2012,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,060,000",
SURVEY,2012,YEAR,,NEW MEXICO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.3,
SURVEY,2012,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","380,000",
SURVEY,2012,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","165,186,000",
SURVEY,2012,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","874,000",
SURVEY,2012,YEAR,,NEW YORK,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.3,
SURVEY,2012,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","10,000",
SURVEY,2012,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","7,175,000",
SURVEY,2012,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","35,000",
SURVEY,2012,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5,
SURVEY,2012,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,290,000",
SURVEY,2012,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","234,780,000",
SURVEY,2012,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,806,000",
SURVEY,2012,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.4,
SURVEY,2012,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","360,000",
SURVEY,2012,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","232,848,000",
SURVEY,2012,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,008,000",
SURVEY,2012,YEAR,,OHIO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8,
SURVEY,2012,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","200,000",
SURVEY,2012,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","114,500,000",
SURVEY,2012,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","500,000",
SURVEY,2012,YEAR,,OKLAHOMA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,2012,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","380,000",
SURVEY,2012,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","372,856,000",
SURVEY,2012,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,672,000",
SURVEY,2012,YEAR,,OREGON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.4,
SURVEY,2012,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","400,000",
SURVEY,2012,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","205,920,000",
SURVEY,2012,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,040,000",
SURVEY,2012,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.6,
SURVEY,2012,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","1,000",
SURVEY,2012,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","524,000",
SURVEY,2012,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,000",
SURVEY,2012,YEAR,,RHODE ISLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.5,
SURVEY,2012,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,600,000",
SURVEY,2012,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","495,040,000",
SURVEY,2012,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,240,000",
SURVEY,2012,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.4,
SURVEY,2012,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","14,000",
SURVEY,2012,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","9,000,000",
SURVEY,2012,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","45,000",
SURVEY,2012,YEAR,,TENNESSEE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.2,
SURVEY,2012,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","100,000",
SURVEY,2012,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","109,480,000",
SURVEY,2012,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","460,000",
SURVEY,2012,YEAR,,TEXAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.6,
SURVEY,2012,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","500,000",
SURVEY,2012,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","389,500,000",
SURVEY,2012,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,050,000",
SURVEY,2012,YEAR,,UTAH,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,2012,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","30,000",
SURVEY,2012,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","13,104,000",
SURVEY,2012,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","63,000",
SURVEY,2012,YEAR,,VERMONT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,2012,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","70,000",
SURVEY,2012,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","48,314,000",
SURVEY,2012,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","238,000",
SURVEY,2012,YEAR,,VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.4,
SURVEY,2012,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","380,000",
SURVEY,2012,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","426,398,000",
SURVEY,2012,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,862,000",
SURVEY,2012,YEAR,,WASHINGTON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.9,
SURVEY,2012,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","25,000",
SURVEY,2012,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","11,400,000",
SURVEY,2012,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","60,000",
SURVEY,2012,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.4,
SURVEY,2012,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","1,100,000",
SURVEY,2012,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","517,000,000",
SURVEY,2012,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,750,000",
SURVEY,2012,YEAR,,WISCONSIN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,2012,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","475,000",
SURVEY,2012,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","279,300,000",
SURVEY,2012,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,330,000",
SURVEY,2012,YEAR,,WYOMING,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8,
SURVEY,2011,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","250,000",
SURVEY,2011,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","466,875,000",
SURVEY,2011,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,075,000",
SURVEY,2011,YEAR,,ARIZONA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",8.3,
SURVEY,2011,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","10,000",
SURVEY,2011,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","4,255,000",
SURVEY,2011,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","23,000",
SURVEY,2011,YEAR,,ARKANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.3,
SURVEY,2011,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","880,000",
SURVEY,2011,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","1,451,208,000",
SURVEY,2011,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,072,000",
SURVEY,2011,YEAR,,CALIFORNIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",6.9,
SURVEY,2011,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","800,000",
SURVEY,2011,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","601,920,000",
SURVEY,2011,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,880,000",
SURVEY,2011,YEAR,,COLORADO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,2011,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","5,000",
SURVEY,2011,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","2,673,000",
